Time,Sender,Content
2025-06-23 16:56:28,我,就是就是
2025-06-23 16:56:32,我,老帅坏
2025-06-23 16:56:53,我,我昨天吃了肯德基，今天报复性吃低脂
2025-06-23 16:57:27,对方,哈哈哈哈哈
2025-06-23 16:57:33,对方,今天吃啥了
2025-06-23 16:57:48,我,紫米饭+南瓜+西兰花+鸡腿肉
2025-06-23 16:58:01,对方,健康
2025-06-23 16:58:27,对方,呜呜 胡晓静不带我去 让我忍着
2025-06-23 16:58:38,对方,好吧 我再忍30分钟
2025-06-23 16:58:55,我,快要饿过头了
2025-06-23 16:59:05,我,[流泪]
2025-06-23 16:59:10,我,心疼小组包
2025-06-23 17:00:00,对方,感觉现在可以吃下好几个朱正阳了
2025-06-23 17:00:07,我,哇
2025-06-23 17:00:16,我,火车上在看我想吃掉你的胰脏
2025-06-23 17:00:24,我,也是纯爱
2025-06-23 17:00:43,对方,哈哈哈哈哈
2025-06-23 17:00:54,对方,我怎么忍心吃这么可爱的朱正阳
2025-06-23 17:01:04,对方,伤害朱正阳的事我做不到
2025-06-23 17:01:13,我,好
2025-06-23 17:01:22,我,没事，我会做饭
2025-06-23 17:01:26,我,太君，留着我吧
2025-06-23 17:01:30,对方,哈哈哈哈哈
2025-06-23 17:01:31,我,我给你们当炊事员
2025-06-23 17:01:37,我,哟西不哟西
2025-06-23 17:01:43,对方,哟西哟西
2025-06-23 17:01:59,对方,！大大滴棒
2025-06-23 17:03:42,对方,笑死我了
2025-06-23 17:03:47,对方,我天天让她给我点赞
2025-06-23 17:03:53,对方,给点出心理阴影了
2025-06-23 17:04:05,我,哈哈哈哈还哈
2025-06-23 17:04:09,我,你好可爱
2025-06-23 17:04:14,我,你跟她说话
2025-06-23 17:04:23,我,简直就是命令式的
2025-06-23 17:04:31,对方,哈哈哈哈
2025-06-23 17:05:02,对方,太命令了
2025-06-23 17:05:10,我,主人级别
2025-06-23 17:17:45,对方,耶斯
2025-06-23 17:17:49,对方,下课啦
2025-06-23 17:17:53,对方,老师好
2025-06-23 17:19:22,我,终于下课啦
2025-06-23 17:19:30,我,晚了 17分钟
2025-06-23 17:19:36,我,哼，勉强原谅他
2025-06-23 17:20:37,对方,嗯捏！
2025-06-23 17:20:39,对方,啊啊下雨了
2025-06-23 17:21:55,我,怎么会这样
2025-06-23 17:23:20,我,就是就是坏坏的
2025-06-23 17:23:26,我,还好有衣服挡着！
2025-06-23 17:23:28,我,我靠你太聪明了
2025-06-23 17:23:36,我,美美洗头
2025-06-23 17:24:05,对方,一切都在我的掌握之中
2025-06-23 17:24:40,我,素的！！！
2025-06-23 17:24:43,我,夸夸
2025-06-23 17:26:16,对方,好～
2025-06-23 17:32:10,对方,不知道吃啥 又吃三明治了
2025-06-23 17:32:18,对方,我这次还买了一个西瓜
2025-06-23 17:32:27,对方,补补
2025-06-23 17:32:41,我,什么样的三明治呀，店里现烤的还是超市里的那种
2025-06-23 17:32:47,我,我今年还没吃
2025-06-23 17:32:51,对方,现做的
2025-06-23 17:32:54,我,好呀
2025-06-23 17:32:54,对方,嘻嘻
2025-06-23 17:32:58,我,嗯嗯
2025-06-23 17:33:01,我,小狗知道咯
2025-06-23 17:33:33,我,有点甜哈哈哈
2025-06-23 17:33:40,对方,哈哈哈哈好吧
2025-06-23 17:33:59,我,主人吃瓜心儿，小狗啃瓜皮
2025-06-23 17:34:01,我,好不好
2025-06-23 17:34:11,对方,哎呀
2025-06-23 17:34:19,我,嗯嗯
2025-06-23 17:36:31,对方,雀氏很甜
2025-06-23 17:36:40,我,嘻嘻嘻
2025-06-23 17:36:53,对方,和我一样
2025-06-23 17:36:55,对方,哈哈哈哈哈
2025-06-23 17:36:58,我,是呀
2025-06-23 17:37:04,我,你简直就是甜妹
2025-06-23 17:51:34,对方,糟了糟了，没有在我的掌控之中。我今天洗衣服，我要赶紧下去把我衣服收上来，要不然被要不然被淋湿了
2025-06-23 17:53:43,我,！
2025-06-23 17:55:20,我,到cbd了
2025-06-23 17:59:42,对方,哈哈哈哈好
2025-06-23 17:59:47,对方,我都收上来了
2025-06-23 17:59:56,我,嗯嗯
2025-06-23 17:59:57,我,好呀
2025-06-23 18:03:20,对方,又要出去了
2025-06-23 18:04:42,我,嗯嗯，辛苦你了
2025-06-23 18:04:46,我,事情太多，忙忘了
2025-06-23 18:04:53,我,我们团员证也是的，要邮寄回来
2025-06-23 18:05:30,对方,嗯嗯 还好我的衣服收进来了
2025-06-23 18:05:42,我,嗯嗯！
2025-06-23 18:05:44,我,棒棒的
2025-06-23 18:07:24,我,是的，。
2025-06-23 18:07:25,我,好帅
2025-06-23 18:07:38,对方,哈哈哈
2025-06-23 18:08:33,我,建筑党狂喜
2025-06-23 18:08:47,对方,哈哈哈哈
2025-06-23 18:11:55,对方,拿到了
2025-06-23 18:12:03,对方,小绿本
2025-06-23 18:13:12,我,哇塞，帮别人拿了吗
2025-06-23 18:13:16,我,你真是人美心善
2025-06-23 18:13:21,对方,嗯捏
2025-06-23 18:22:23,我,北京中信大厦
2025-06-23 18:22:33,我,528米
2025-06-23 18:22:44,对方,！
2025-06-23 18:23:22,对方,不敢想有多高
2025-06-23 18:23:31,我,素的好高呀
2025-06-23 18:23:34,我,多少个组包了
2025-06-23 18:23:40,我,528/1.6=330
2025-06-23 18:23:43,对方,哈哈哈哈哈哈
2025-06-23 18:23:48,我,嗯嗯
2025-06-23 18:26:21,对方,又到宿舍了
2025-06-23 18:26:37,对方,这次是真的
2025-06-23 18:26:39,我,小组包运动量超标了
2025-06-23 18:26:55,对方,等会多吃点
2025-06-23 18:27:07,我,好呀
2025-06-23 18:27:48,我,好呀
2025-06-23 18:27:50,我,我知道了
2025-06-23 18:28:03,对方,尹紫涵还说竟然有人不喜欢吃开心果
2025-06-23 18:28:28,我,哈哈哈哈以后我替你吃
2025-06-23 18:28:31,我,然后逗你开心
2025-06-23 18:28:33,对方,哈哈哈哈哈哈
2025-06-23 18:28:47,对方,那也行
2025-06-23 18:29:35,我,美成啥了
2025-06-23 18:30:03,对方,美成啥了
2025-06-23 18:30:54,我,我真的特别喜欢摩天大楼
2025-06-23 18:31:19,对方,那我也喜欢了
2025-06-23 18:32:05,我,哇！
2025-06-23 18:34:13,我,手机里全是哈
2025-06-23 18:37:07,对方,哈哈哈哈哈
2025-06-23 18:37:28,对方,已经拍的不知天地为何物了
2025-06-23 18:37:44,对方,还看到一个美女
2025-06-23 18:38:05,我,哈哈哈哈哈
2025-06-23 18:38:07,对方,我今天晚上终于可以穿我美丽的小睡衣了
2025-06-23 18:38:57,我,我有个100%潇文
2025-06-23 18:38:59,我,系列
2025-06-23 18:39:09,对方,[亲亲][亲亲][亲亲][亲亲]
2025-06-23 18:39:22,我,羡慕诡秘可以看
2025-06-23 18:50:04,我,帅成啥了
2025-06-23 18:51:41,对方,男神
2025-06-23 18:51:50,对方,真喷不了
2025-06-23 18:52:01,我,嘻嘻嘻
2025-06-23 18:52:22,对方,你相信光吗
2025-06-23 18:52:24,对方,哈哈哈
2025-06-23 18:52:27,我,哈哈哈哈
2025-06-23 18:52:30,我,你居然知道这个
2025-06-23 18:53:24,我,哇没想到女孩子也看过
2025-06-23 18:53:50,对方,哈哈哈哈
2025-06-23 18:55:58,对方,刚刚收拾好衣柜
2025-06-23 18:56:02,对方,终于坐下来
2025-06-23 18:56:09,对方,吃我的小西瓜
2025-06-23 18:56:17,我,收拾20多件衣服累累的了
2025-06-23 18:56:23,我,好！爽了
2025-06-23 18:56:38,我,我这会在国贸里面逛，然后等夜景
2025-06-23 18:56:43,我,再去拍CBD
2025-06-23 18:56:49,对方,哈哈哈
2025-06-23 18:56:53,对方,好！
2025-06-23 18:57:04,我,你们有衣柜好爽
2025-06-23 18:57:09,我,谁懂我们大学上下铺
2025-06-23 18:57:21,我,衣服都叠在柜子里
2025-06-23 18:57:23,我,没有衣柜
2025-06-23 18:57:34,对方,哈哈哈哈
2025-06-23 18:57:55,对方,嗯嗯！
2025-06-23 18:58:01,我,嗯捏！
2025-06-23 18:58:31,我,哇靠真的是
2025-06-23 18:58:34,我,委屈你了
2025-06-23 18:59:04,我,我喜欢把衣柜收拾整齐，冬天夏天的泾渭分明，同一季节按照颜色长度分类
2025-06-23 18:59:13,对方,哇塞
2025-06-23 18:59:39,对方,又爱了
2025-06-23 19:00:03,对方,我有时会随便放
2025-06-23 19:00:22,我,好呀
2025-06-23 19:00:26,我,我喜欢做家务
2025-06-23 19:01:03,对方,俺妈天天说我 我只能回她说乱屋佳人
2025-06-23 19:01:11,我,哈哈哈哈
2025-06-23 19:01:19,我,咱们pj是不是反了
2025-06-23 19:01:32,对方,哈哈哈哈哈确实
2025-06-23 19:03:11,我,你怎么一点架子没有的
2025-06-23 19:03:12,我,哈哈哈
2025-06-23 19:03:59,对方,那咋了
2025-06-23 19:05:15,我,好
2025-06-23 19:05:17,我,嘿嘿
2025-06-23 19:05:18,我,不咋了
2025-06-23 19:05:22,我,喜欢组包
2025-06-23 19:05:24,对方,嘻嘻嘻
2025-06-23 19:06:12,对方,今天周一 仙逆更新了
2025-06-23 19:06:20,我,哇塞，一边吃瓜一起看
2025-06-23 19:06:21,我,爽
2025-06-23 19:06:35,对方,没错～
2025-06-23 19:09:30,我,好！你看完可以给我讲讲吗
2025-06-23 19:09:33,我,大概发生什么了
2025-06-23 19:09:35,对方,包的
2025-06-23 19:09:41,我,太幸福了我
2025-06-23 19:09:51,对方,我卡住了
2025-06-23 19:09:54,对方,破网
2025-06-23 19:10:10,我,网坏！
2025-06-23 19:10:28,对方,坏！
2025-06-23 19:10:53,对方,只能降低清晰度了
2025-06-23 19:10:59,对方,我退步了
2025-06-23 19:11:53,我,哎呀，我喜欢看4k的
2025-06-23 19:12:00,我,平板看2k哈哈(〃'▽'〃)
2025-06-23 19:12:14,我,回家就爽了随便看
2025-06-23 19:12:17,我,学校网卡卡的
2025-06-23 19:12:26,对方,嗯嗯！
2025-06-23 19:40:04,对方,给张潇文吃成胖猫了
2025-06-23 19:40:14,我,胖胖的也可爱
2025-06-23 19:40:42,我,嗯嗯
2025-06-23 19:41:10,对方,等我回来再看吧
2025-06-23 19:41:13,我,是嘟，我到时候自己在柯南老家了
2025-06-23 19:41:18,对方,哈哈哈哈哈
2025-06-23 19:41:19,我,等我回来再看吧！
2025-06-23 19:41:25,对方,直接干他老家去了
2025-06-23 19:41:34,我,哈哈哈
2025-06-23 19:49:27,对方,洗澡去了
2025-06-23 19:49:40,对方,我爱洗澡，洗澡好好
2025-06-23 19:50:08,我,好呀
2025-06-23 19:50:17,我,乖乖的小组包洗澡去了
2025-06-23 20:20:33,对方,嗯嗯！
2025-06-23 20:20:35,对方,避雷！
2025-06-23 20:20:41,对方,我归来了
2025-06-23 20:22:59,对方,可以可以
2025-06-23 20:23:07,我,嘻嘻嘻
2025-06-23 20:37:44,对方,刚刚跟爸爸打电话说去西北 他说不给我去 我说我是张潇文爸爸我同意张潇文去
2025-06-23 20:38:18,对方,然后呢，他就开始跟我说一大堆，然后我就一直在说，我就一直在劝导，一直在嘻嘻哈哈的。后来俺爸就说，那行吧，就这样吧，我知道了
2025-06-23 20:39:47,我,哈哈哈哈哈哈
2025-06-23 20:39:52,我,叔叔也是拿你没办法
2025-06-23 20:40:37,对方,哈哈哈哈
2025-06-23 20:41:07,对方,ડ🌚ડ
2025-06-23 20:41:15,对方,哇塞
2025-06-23 20:41:27,对方,这个真是
2025-06-23 20:41:42,我,叔叔真是拿你没办法了
2025-06-23 20:41:48,我,谁能受得住你撒娇
2025-06-23 20:42:16,我,很多是以上海北京为原型
2025-06-23 20:43:27,我,嗯嗯
2025-06-23 20:44:27,对方,没有捏
2025-06-23 20:44:53,我,哈哈哈
2025-06-23 20:45:12,我,夜景太美了
2025-06-23 20:45:24,对方,哈哈哈哈
2025-06-23 20:45:51,我,你跟你妈妈说了吗
2025-06-23 20:46:25,我,嗯嗯
2025-06-23 20:46:38,我,你们家谁是老大
2025-06-23 20:47:07,我,就是呀他们怎么不沟通
2025-06-23 20:47:14,我,可能是吃醋了
2025-06-23 20:47:21,我,阿姨想你了
2025-06-23 20:47:26,我,叔叔也想你了
2025-06-23 20:47:34,对方,那好吧
2025-06-23 20:48:06,我,我家里是我老大
2025-06-23 20:48:12,我,我＞老妈＞老爸
2025-06-23 20:48:13,我,哈哈哈
2025-06-23 20:48:47,对方,哈哈哈哈
2025-06-23 20:49:08,对方,这就是帝位吗
2025-06-23 20:49:16,我,哈哈哈
2025-06-23 20:49:17,我,那必须
2025-06-23 20:52:47,我,哈哈哈我故意让他欣赏我的封面
2025-06-23 20:54:03,对方,哈哈哈哈哈
2025-06-23 20:54:04,对方,小心机
2025-06-23 21:17:46,我,宝宝我到酒店了
2025-06-23 21:21:56,对方,欢迎宝宝回家
2025-06-23 21:22:24,我,嘻嘻嘻
2025-06-23 21:22:55,我,你这会在干嘛呢
2025-06-23 21:24:57,我,哈哈哈哈
2025-06-23 21:25:04,我,好呀
2025-06-23 21:25:16,我,小狗也帮主人分析看看
2025-06-23 21:25:24,我,（嘿嘿嘿其实就是想看主人）
2025-06-23 21:25:28,我,嘿嘿嘿
2025-06-23 21:25:31,我,哈哈哈哈
2025-06-23 21:27:24,我,。我的妈呀
2025-06-23 21:27:26,我,美成啥了
2025-06-23 21:27:42,我,小蛋糕级别
2025-06-23 21:28:37,对方,其实那个想穿这个见尹紫涵
2025-06-23 21:28:46,对方,那天
2025-06-23 21:28:58,我,次醋
2025-06-23 21:29:10,我,穿成这样你会不会把尹紫涵掰弯了
2025-06-23 21:32:23,对方,大晚上又在玩奇迹暖暖嘛
2025-06-23 21:32:30,对方,张潇文你……
2025-06-23 21:32:50,我,组包你风格好多
2025-06-23 21:33:02,我,小裙子风格，jk风格，休闲风格
2025-06-23 21:33:18,我,想给组包买小裙子买袜子鞋子
2025-06-23 21:37:38,对方,好试完了
2025-06-23 21:37:39,对方,哈哈哈
2025-06-23 21:38:56,我,好呀
2025-06-23 21:39:08,我,你太有眼光了
2025-06-23 21:39:10,我,真好看
2025-06-23 21:39:18,对方,那就好
2025-06-23 21:42:47,我,差不多正常的价格
2025-06-23 21:43:05,我,要押金吗
2025-06-23 21:43:28,对方,嗯嗯
2025-06-23 21:44:00,我,押金多少呀
2025-06-23 21:44:16,我,ok
2025-06-23 21:44:52,对方,通知尹紫涵我这边批准了
2025-06-23 21:44:53,对方,哈哈哈
2025-06-23 21:45:06,我,通知尹紫涵我们这边批准了
2025-06-23 21:48:56,对方,34秒的语音你就听吧
2025-06-23 21:50:41,我,赶不上
2025-06-23 21:51:10,我,我想一下
2025-06-23 21:52:04,对方,好！那我决定了，我7.5回学校 7.4和尹紫涵在徐州睡一晚吧
2025-06-23 21:52:18,我,哇决定啦哈哈哈
2025-06-23 21:52:20,我,好哦
2025-06-23 21:52:27,我,她是在哪里啊
2025-06-23 21:52:42,我,就是哪里人
2025-06-23 21:52:58,我,原来如此
2025-06-23 21:55:29,对方,小主包洗漱没
2025-06-23 21:55:37,我,还米有
2025-06-23 21:55:53,我,还在羡慕尹紫涵
2025-06-23 21:56:00,对方,哈哈哈哈
2025-06-23 21:56:34,我,看看拼图吧
2025-06-23 21:56:46,对方,奈斯
2025-06-23 21:56:52,我,嘻嘻嘻嘻
2025-06-23 21:57:10,我,好，那我去洗漱
2025-06-23 21:57:16,对方,嗯捏！
2025-06-23 21:57:19,我,嗯捏
2025-06-23 21:57:20,我,！
2025-06-23 22:27:40,我,归来
2025-06-23 22:28:46,我,10.50去拿衣服
2025-06-23 22:28:51,我,这会陪刘培宏去下楼吃饭
2025-06-23 22:28:54,我,我是不会吃的
2025-06-23 22:32:21,对方,哈哈哈哈
2025-06-23 22:32:41,我,是的
2025-06-23 22:32:46,我,组包没什么优点
2025-06-23 22:32:49,我,自律还是可以的
2025-06-23 22:32:52,对方,哈哈哈哈
2025-06-23 22:33:01,对方,好
2025-06-23 22:33:56,对方,我应该抵挡不住美食的诱惑
2025-06-23 22:34:07,对方,我得向主包学习了
2025-06-23 22:35:24,对方,哈哈哈好
2025-06-23 22:36:00,对方,嘿嘿嘿
2025-06-23 22:36:11,对方,刚刚爬上我的爱床
2025-06-23 22:36:23,对方,刚刚在看仙逆
2025-06-23 22:36:32,我,好呀
2025-06-23 22:36:32,对方,更新的看完了
2025-06-23 22:36:47,对方,精彩的永远都在下一集
2025-06-23 22:37:19,我,哈哈哈哈
2025-06-23 22:37:22,我,期待你给我讲
2025-06-23 22:39:02,我,哇，那王林以后应该很厉害了
2025-06-23 22:39:05,我,有高人指点
2025-06-23 22:39:34,对方,嗯嗯！
2025-06-23 22:41:01,我,当成自己人了！
2025-06-23 22:41:20,我,好吧！
2025-06-23 22:41:34,我,好期待呀
2025-06-23 22:42:07,我,老祖现在死了吗
2025-06-23 22:43:22,我,这么多，不给他
2025-06-23 22:43:31,我,王林过来弄死他
2025-06-23 22:43:37,对方,哈哈哈
2025-06-23 22:43:44,对方,弄死他
2025-06-23 22:43:56,我,听你讲话真好
2025-06-23 22:43:57,我,喜欢
2025-06-23 22:44:04,我,我朋友在旁边说
2025-06-23 22:44:11,我,说你很认真的给我分享
2025-06-23 22:44:15,我,爽
2025-06-23 22:44:21,对方,嘿嘿嘿
2025-06-23 22:44:53,对方,不愧是我
2025-06-23 22:45:00,我,不愧是你
2025-06-23 22:47:58,我,嘻嘻嘻小组包嘻嘻嘻
2025-06-23 22:48:57,对方,要准备拿衣服了小主包
2025-06-23 22:49:30,我,！
2025-06-23 22:49:32,我,我都忘记了
2025-06-23 22:49:33,我,我去
2025-06-23 22:49:55,我,给你看这个，我视频底下的评论
2025-06-23 22:49:56,我,好开心
2025-06-23 22:51:12,对方,哇塞！
2025-06-23 22:52:51,对方,好厉害啊 帮助了藤椒十二
2025-06-23 22:53:06,我,哈哈哈哈其实好像帮助了几千人了
2025-06-23 22:53:59,我, 好多人点赞收藏
2025-06-23 22:54:06,对方,这么厉害！
2025-06-23 22:54:12,对方,膜拜膜拜你
2025-06-23 22:54:44,对方,我也去关注一波
2025-06-23 22:54:51,我,哇
2025-06-23 22:54:52,我,好呀
2025-06-23 22:59:52,对方,怎么关注你
2025-06-23 23:00:05,我,小组包有bilibili吗
2025-06-23 23:00:13,对方,嗯嗯！
2025-06-23 23:01:38,对方,嘿嘿嘿嘿
2025-06-23 23:01:40,对方,好了
2025-06-23 23:01:43,我,好呀
2025-06-23 23:02:23,我,小组包这会打算干嘛呀
2025-06-23 23:02:59,对方,宠幸抖音
2025-06-23 23:04:54,对方,完全听不懂 等我睡觉就听这个
2025-06-23 23:05:00,我,哈哈哈哈哈
2025-06-23 23:05:02,我,你太可爱了
2025-06-23 23:05:14,对方,还能听到小主包声音 肯定能睡着
2025-06-23 23:05:26,我,哎呀哎呀
2025-06-23 23:05:37,我,我想约你
2025-06-23 23:05:38,我,打王者
2025-06-23 23:05:57,我,一起玩一会然后继续宠幸抖音好不好呀
2025-06-23 23:06:16,对方,嘿嘿嘿嘿
2025-06-23 23:06:23,我,好呀！
2025-06-23 23:07:57,我,哇，好耶
2025-06-23 23:08:00,我,你真好
2025-06-23 23:08:11,对方,哈哈哈哈
2025-06-23 23:44:02,对方,小哪吒咋了？
2025-06-23 23:44:53,我,没事呀
2025-06-23 23:45:06,对方,没事吗
2025-06-23 23:45:16,对方,真的吗朱正阳
2025-06-23 23:45:40,我,嗯嗯
2025-06-23 23:45:47,我,还玩吗，还是要宠幸抖音了
2025-06-23 23:45:53,对方,那你怎么不说话
2025-06-23 23:46:33,我,打不过两个，然后在带线发育
2025-06-23 23:46:38,我,没看到他们说什么
2025-06-23 23:47:03,对方,真的吗
2025-06-23 23:47:10,我,嗯呐
2025-06-23 23:47:12,我,怎么啦
2025-06-23 23:47:26,对方,就是感觉怪怪的
2025-06-23 23:47:38,对方,这是第六感
2025-06-23 23:47:59,我,哇偶
2025-06-23 23:48:09,我,巨蟹太温柔细腻了
2025-06-23 23:48:17,我,谁懂
2025-06-23 23:48:21,我,我是你的粉丝
2025-06-23 23:48:26,对方,真的没事吗
2025-06-23 23:48:55,我,么事呀被偷家了哈哈哈
2025-06-23 23:49:00,我,好像两把都是被偷了
2025-06-23 23:49:03,我,是不是
2025-06-23 23:49:08,我,笑死了
2025-06-23 23:49:16,我,他们都是梦泪
2025-06-23 23:49:29,对方,[可怜]
2025-06-23 23:49:39,我,怎么发这个可怜的表情
2025-06-23 23:49:58,对方,好吧
2025-06-23 23:50:20,我,真可爱
2025-06-23 23:50:36,对方,怪怪的朱正阳
2025-06-23 23:50:45,我,哪里怪
2025-06-23 23:51:28,对方,就是怪怪的
2025-06-23 23:52:31,我,好，那你宠幸抖音？
2025-06-23 23:52:43,我,我会提醒你早睡的
2025-06-23 23:53:04,对方,我现在只想知道你真的没事吗
2025-06-23 23:53:25,我,已经好啦
2025-06-23 23:53:36,我,我很快就忘记了
2025-06-23 23:53:39,我,放心吧
2025-06-23 23:53:42,我,不要担心我
2025-06-23 23:53:46,我,满血恢复了
2025-06-23 23:54:18,我,我想保护好你，可是你玩小乔被好多人欺负
2025-06-23 23:54:23,我,在我面前倒下了
2025-06-23 23:54:33,我,你玩马克，我拿出来最自信的英雄
2025-06-23 23:54:38,我,结果被一打二，也保护不了你
2025-06-23 23:54:45,对方,原来是这样 没事的[亲亲][亲亲][亲亲][亲亲]
2025-06-23 23:54:46,我,有点小命苦
2025-06-23 23:55:04,我,我不想你被欺负，怕你委屈
2025-06-23 23:55:20,我,就想自己打的好一点
2025-06-23 23:55:21,对方,我自己太菜了 我的马克没怎么玩过 我就随便玩玩
2025-06-23 23:55:40,我,巨蟹是这么细腻的吗
2025-06-23 23:56:01,对方,这也不细腻啊 一下就看出来了
2025-06-23 23:56:05,我,哪里有
2025-06-23 23:56:08,我,一下
2025-06-23 23:56:23,我,那个凯说你我就想怼他
2025-06-23 23:56:47,我,没组织好语言
2025-06-23 23:57:05,我,好，我也是
2025-06-23 23:57:09,对方,嘻嘻嘻嘻
2025-06-23 23:57:35,对方,嗯捏！
2025-06-23 23:57:40,我,嗯捏！
2025-06-23 23:58:24,我,新表情，这个以前没发过哎
2025-06-23 23:58:44,对方,嘿嘿
2025-06-23 23:59:15,我,张潇文你这样我真的要有点喜欢你了怎么办
2025-06-23 23:59:34,对方,那就喜欢我好了
2025-06-24 00:00:05,我,好吧，（哎，喜欢你的人好多，我在你这里也排不上号了）
2025-06-24 00:00:16,对方,没有啊
2025-06-24 00:00:22,对方,我喜欢朱正阳啊
2025-06-24 00:00:35,我,我去
2025-06-24 00:00:55,我,我
2025-06-24 00:01:14,对方,哈哈哈
2025-06-24 00:01:18,我,我就是想当个小狗
2025-06-24 00:01:35,我,当小狗不会被受伤
2025-06-24 00:01:38,对方,可是主人如果喜欢小狗怎么办
2025-06-24 00:02:00,我,我不知道，我感觉配不上你喜欢
2025-06-24 00:02:22,对方,我还感觉我配不上你呢
2025-06-24 00:02:29,我,为啥呀
2025-06-24 00:02:45,对方,很多啊
2025-06-24 00:02:48,我,我家庭一般，没有很多钱，长得很普通，身高又不高
2025-06-24 00:02:59,我,在抖音上就是那种狗都不看一眼的
2025-06-24 00:03:02,对方,我感觉你这么优秀啊
2025-06-24 00:03:34,对方,数学这么好！计算机这么厉害！
2025-06-24 00:03:42,对方,英语说的这么棒
2025-06-24 00:03:46,我,英语
2025-06-24 00:03:51,我,哈哈哈
2025-06-24 00:03:55,我,这都被你发现了
2025-06-24 00:03:57,对方,会弹钢琴，还会做饭
2025-06-24 00:04:01,我,我的隐藏技能
2025-06-24 00:04:40,对方,拍照也很好
2025-06-24 00:04:58,对方,怎么不好啦
2025-06-24 00:04:59,我,那我能不能追你，去见你，给你当面表白，当然你可以拒绝我，我会很开心的继续当小狗
2025-06-24 00:05:12,对方,嗯嗯！好呀
2025-06-24 00:05:26,对方,嘻嘻
2025-06-24 00:06:01,对方,我感觉你是一个很优秀的人啊 你很好特别好
2025-06-24 00:06:17,我,啊啊啊
2025-06-24 00:06:23,我,我就默认都是心里话了
2025-06-24 00:06:39,我,因为之前被人伤害过，我跟人相处一直小心翼翼
2025-06-24 00:06:41,对方,我张潇文从来不说违心话
2025-06-24 00:06:55,我,好，我相信你
2025-06-24 00:07:03,对方,俺们新沂人不玩虚的
2025-06-24 00:07:10,我,好
2025-06-24 00:07:13,对方,哈哈哈
2025-06-24 00:07:15,对方,嗯捏
2025-06-24 00:07:17,我,我要追你了
2025-06-24 00:07:30,对方,嘻嘻
2025-06-24 00:08:25,我,，妈呀
2025-06-24 00:09:02,我,上一次这种感觉还是高一
2025-06-24 00:09:14,对方,哈哈哈哈
2025-06-24 00:09:17,我,被伤害之后我一直封心锁爱
2025-06-24 00:09:28,我,不相信纯爱，不相信真诚能换真诚
2025-06-24 00:09:34,对方,看来真的伤的不轻
2025-06-24 00:09:40,我,5年
2025-06-24 00:09:40,我,哈哈哈
2025-06-24 00:09:42,对方,你的文来了
2025-06-24 00:09:51,我,我靠
2025-06-24 00:09:53,我,我的文
2025-06-24 00:10:17,我,新沂人真好呀
2025-06-24 00:10:22,对方,哈哈哈哈哈哈
2025-06-24 00:10:31,我,南方女孩有些人有小心机。。
2025-06-24 00:10:42,对方,真好也是给新沂长脸了
2025-06-24 00:10:49,我,真的
2025-06-24 00:10:59,我,我想问你一些问题
2025-06-24 00:11:03,我,可能涉及价值观
2025-06-24 00:11:11,对方,问吧
2025-06-24 00:11:24,对方,Say
2025-06-24 00:12:34,我,你觉得谈恋爱是以长情为荣吗？会愿意克服重重阻挠坚定一个很好的人吗？恋爱与结婚是什么关系，会认为把结婚作为恋爱的结局与新的开始吗
2025-06-24 00:14:52,我,我个人的话比较倾向于想坚定一个人下去，长情是最浪漫的事。克服困难方面，异地啊，拒绝诱惑什么的我觉得需要大家共同努力，沟通解决。在结婚方面，我有些传统，觉得既然谈了恋爱就要负责下去，可能会想要结婚，这个过程包括同居，磨合什么的很多很多。。。我觉得结婚的目的就是可以一辈子和一个人在一起
2025-06-24 00:15:12,我,（分享结束）
2025-06-24 00:18:52,我,好，我知道了
2025-06-24 00:18:54,我,小组包
2025-06-24 00:19:54,对方,不过这个长期为荣是指哪个为荣 以谈的时间长就感觉幸福吗还是啥
2025-06-24 00:20:07,我,长情
2025-06-24 00:20:12,我,就是不滥情
2025-06-24 00:20:14,我,专一
2025-06-24 00:20:15,我,的意思
2025-06-24 00:20:36,我,不是长期嘿嘿
2025-06-24 00:20:39,对方,嗷 那就是专一
2025-06-24 00:20:43,我,嗯嗯是这个
2025-06-24 00:20:45,我,意思
2025-06-24 00:20:52,对方,我还以为是谈恋爱时间长短
2025-06-24 00:20:56,对方,ડ🌚ડ
2025-06-24 00:21:13,我,但是两个月就分应该问题也挺大吧
2025-06-24 00:21:17,我,[流泪]
2025-06-24 00:21:25,我,我周围朋友有这种的
2025-06-24 00:21:31,我,要么就是海王渣男
2025-06-24 00:21:41,我,过几个月上床一个女生
2025-06-24 00:21:44,我,还跟我们炫耀
2025-06-24 00:21:45,我,[捂脸]
2025-06-24 00:21:50,对方,我去
2025-06-24 00:21:52,我,朋友圈天天换女朋友
2025-06-24 00:21:56,我,我感觉他很骄傲
2025-06-24 00:22:01,对方,真不知道在炫耀什么
2025-06-24 00:22:07,对方,很缺爱吗
2025-06-24 00:22:14,我,我觉得年年都是一个女朋友才很浪漫吧
2025-06-24 00:22:24,对方,还是以为自己是什么万人迷
2025-06-24 00:22:43,对方,嗯嗯
2025-06-24 00:22:47,我,[流泪]
2025-06-24 00:23:18,对方,身边是同一个人才是值得炫耀的
2025-06-24 00:23:24,我,是呀
2025-06-24 00:24:02,我,你觉得异地会不会很难
2025-06-24 00:24:29,我,我追你跟你表白，如果你没有讨厌我同意了的话，这样
